content_key,level_code,headword,reading,ruby,romaji_ko,pos,conj_type,transitivity,meaning_ko,meaning_ko_alt,example_ja,example_ko,audio_file,source,verify,note
jlpt.n3.vocab.0001,N3,性格,せいかく,{性格|せい|かく},세에카쿠,noun,-,-,성격,기질,{兄|あに}とわたしは{性格|せいかく}が{全|まった}く{違|ちが}います。,형과 저는 성격이 완전히 달라요.,jlpt.n3.vocab.0001.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1「自分と家族」 자기소개에서 경험·성격을 곁들여 말하기 / ②빈도 zipf 4.77 / 내용어 919위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0309,N3,一応,いちおう,{一応|いち|おう},이치오오,adv,-,-,일단,우선,{一応|いちおう}{予約|よやく}しておいたほうが{安心|あんしん}です。,일단 예약해 두는 편이 안심이에요.,jlpt.n3.vocab.0309.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「理由·根拠を説明する」 조언을 이유와 함께 전하기 / ②빈도 zipf 4.52 / 내용어 1773위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0310,N3,とにかく,とにかく,とにかく,토니카쿠,adv,-,-,어쨌든,아무튼,とにかく{一度|いちど}{見|み}に{行|い}ってみましょう。,어쨌든 한번 보러 가 봅시다.,jlpt.n3.vocab.0310.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「理由·根拠を説明する」 행선지를 의논해 정하기 / ②빈도 zipf 4.80 / 내용어 841위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0311,N3,もしかしたら,もしかしたら,もしかしたら,모시카시타라,adv,-,-,어쩌면,혹시,もしかしたら{道|みち}を{間違|まちが}えたかもしれません。,어쩌면 길을 잘못 들었을지도 몰라요.,jlpt.n3.vocab.0311.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「理由·根拠を説明する」 문제 상황을 설명하고 상담하기 / ②빈도 zipf 4.37 / 순위표 밖; Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0312,N3,一体,いったい,{一体|いっ|たい},잇타이,adv,-,-,도대체,-,{一体|いったい}{何|なに}が{起|お}こったのか{分|わ}かりませんでした。,도대체 무슨 일이 일어난 건지 몰랐어요.,jlpt.n3.vocab.0312.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「理由·根拠を説明する」 무슨 일이 일어났는지 묻고 답하기 / ②빈도 zipf 4.86 / 내용어 745위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0313,N3,まさか,まさか,まさか,마사카,adv,-,-,설마,-,まさか{優勝|ゆうしょう}できるとは{思|おも}いませんでした。,설마 우승할 줄은 몰랐어요.,jlpt.n3.vocab.0313.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「理由·根拠を説明する」 결과에 놀라는 감상을 말하기 / ②빈도 zipf 4.72 / 내용어 1045위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0314,N3,どうせ,どうせ,どうせ,도오세,adv,-,-,어차피,-,どうせ{行|い}くなら{早|はや}く{出|で}たほうがいいです。,어차피 갈 거면 일찍 나가는 게 좋아요.,jlpt.n3.vocab.0314.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「理由·根拠を説明する」 일정을 조정하며 의견 말하기 / ②빈도 zipf 4.51 / 내용어 1792위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0315,N3,せっかく,せっかく,せっかく,섹카쿠,adv,-,-,모처럼,애써,せっかく{来|き}たのに{休|やす}みでした。,모처럼 왔는데 휴무였어요.,jlpt.n3.vocab.0315.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「理由·根拠を説明する」 여행 중 있었던 일과 감상을 말하기 / ②빈도 zipf 4.53 / 내용어 1723위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0316,N3,わざわざ,わざわざ,わざわざ,와자와자,adv,-,-,일부러,굳이,わざわざ{来|き}てくださって ありがとうございます。,일부러 와 주셔서 고마워요.,jlpt.n3.vocab.0316.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「理由·根拠を説明する」 감사의 마음을 전하기 / ②빈도 zipf 4.49 / 내용어 1882위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0317,N3,程度,ていど,{程度|てい|ど},테에도,noun,-,-,정도,수준,この{程度|ていど}なら{自分|じぶん}で{直|なお}せそうです。,이 정도면 직접 고칠 수 있을 것 같아요.,jlpt.n3.vocab.0317.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 어느 정도 자세히 상황을 설명하기 / ②빈도 zipf 5.06 / 내용어 403위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0318,N3,占める,しめる,{占|し}める,시메루,verb,g2,vt,차지하다,점하다,{賛成|さんせい}が{半分|はんぶん}{以上|いじょう}を{占|し}めていました。,찬성이 절반 이상을 차지하고 있었어요.,jlpt.n3.vocab.0318.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 설문 조사 결과를 정리해 발표하기 / ②빈도 zipf 4.26 / 내용어 3074위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0319,N3,数,かず,{数|かず},카즈,noun,-,-,수,개수,{参加者|さん|か|しゃ}の{数|かず}は{去年|きょねん}より{増|ふ}えました。,참가자 수는 작년보다 늘었어요.,jlpt.n3.vocab.0319.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 행사 결과를 비교해 보고하기 / ②빈도 zipf 5.74 / 순위표 밖; Tanos교차: N3 일치
jlpt.n3.vocab.0320,N3,量,りょう,{量|りょう},료오,noun,-,-,양,분량,ごみの{量|りょう}を{減|へ}らす{方法|ほうほう}を{考|かんが}えました。,쓰레기 양을 줄이는 방법을 생각했어요.,jlpt.n3.vocab.0320.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 환경 대책을 제안하기 / ②빈도 zipf 5.06 / 순위표 밖; Tanos교차: N3 일치
jlpt.n3.vocab.0321,N3,平均,へいきん,{平均|へい|きん},헤에킨,noun,suru_noun,vt,평균,-,{平均|へいきん}すると{一日|いち|にち}{三時間|さん|じ|かん}ぐらいです。,평균 내면 하루 세 시간 정도예요.,jlpt.n3.vocab.0321.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 자기 생활의 자세한 정보를 전하기 / ②빈도 zipf 4.76 / 내용어 949위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0322,N3,以内,いない,{以内|い|ない},이나이,noun,-,-,이내,안,{三日|みっ|か}{以内|いない}なら{交換|こうかん}できるそうです。,사흘 이내면 교환할 수 있대요.,jlpt.n3.vocab.0322.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 조건이 붙은 안내를 이해하고 전달하기 / ②빈도 zipf 4.66 / 내용어 1247위(모집단 80726); Tanos교차: N4 분류 — 우리 N4 400 미수록 잔여분을 N3으로 흡수
jlpt.n3.vocab.0323,N3,幅広い,はばひろい,{幅広|はば|ひろ}い,하바히로이,i_adj,i_adj,-,폭넓다,광범위하다,この{曲|きょく}は{幅広|はばひろ}い{世代|せだい}に{好|この}まれています。,이 곡은 폭넓은 세대에게 사랑받고 있어요.,jlpt.n3.vocab.0323.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 인기·평가의 범위를 설명하기 / ②빈도 zipf 4.12 / 내용어 4013위(모집단 80726); Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0324,N3,ずいぶん,ずいぶん,ずいぶん,즈이분,adv,-,-,꽤,몹시,{去年|きょねん}より ずいぶん{増|ふ}えましたね。,작년보다 꽤 늘었네요.,jlpt.n3.vocab.0324.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 변화의 정도를 비교해 말하기 / ②빈도 zipf 4.44 / 내용어 2143위(모집단 80726); Tanos교차: N4 분류 — 우리 N4 400 미수록 잔여분을 N3으로 흡수
jlpt.n3.vocab.0325,N3,かなり,かなり,かなり,카나리,adv,-,-,상당히,꽤,かなり{時間|じかん}がかかりそうです。,상당히 시간이 걸릴 것 같아요.,jlpt.n3.vocab.0325.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 소요 정도를 설명하고 전달하기 / ②빈도 zipf 5.25 / 내용어 211위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0326,N3,比較,ひかく,{比較|ひ|かく},히카쿠,noun,suru_noun,vt,비교,-,メーカーごとに{比較|ひかく}してから{決|き}めました。,제조사별로 비교하고 나서 정했어요.,jlpt.n3.vocab.0326.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 상품 비교 기사에서 필요한 정보를 찾기 / ②빈도 zipf 4.69 / 내용어 1144위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0327,N3,差,さ,{差|さ},사,noun,-,-,차이,차,{二|ふた}つの{店|みせ}の{値段|ねだん}には{大|おお}きな{差|さ}があります。,두 가게의 가격에는 큰 차이가 있어요.,jlpt.n3.vocab.0327.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 가격을 비교하며 교섭하기 / ②빈도 zipf 4.92 / 순위표 밖; Tanos교차: N3 일치
jlpt.n3.vocab.0328,N3,増やす,ふやす,{増|ふ}やす,후야스,verb,g1,vt,늘리다,-,{練習|れんしゅう}の{回数|かい|すう}を{増|ふ}やすことにしました。,연습 횟수를 늘리기로 했어요.,jlpt.n3.vocab.0328.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 자기 실천을 소개하기 / ②빈도 zipf 4.71 / 내용어 1101위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0329,N3,減らす,へらす,{減|へ}らす,헤라스,verb,g1,vt,줄이다,-,{電気|でんき}の{使用量|し|よう|りょう}を{減|へ}らしています。,전기 사용량을 줄이고 있어요.,jlpt.n3.vocab.0329.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 가정에서 하는 대책을 소개하기 / ②빈도 zipf 4.13 / 내용어 3937위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0330,N3,超える,こえる,{超|こ}える,코에루,verb,g2,vt,넘다,초과하다,{予算|よ|さん}を{超|こ}えてしまいそうです。,예산을 넘어 버릴 것 같아요.,jlpt.n3.vocab.0330.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 조건과 상황을 설명하며 상의하기 / ②빈도 zipf 4.87 / 내용어 731위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0331,N3,相当,そうとう,{相当|そう|とう},소오토오,adv,-,-,상당히,꽤,{待|ま}ち{時間|じかん}が{相当|そうとう}{長|なが}かったです。,대기 시간이 상당히 길었어요.,jlpt.n3.vocab.0331.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 불만의 정도를 구체적으로 설명하기 / ②빈도 zipf 4.79 / 내용어 873위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0332,N3,大幅,おおはば,{大幅|おお|はば},오오하바,na_adj,na_adj,-,대폭,큰 폭,{料金|りょうきん}が{大幅|おおはば}に{上|あ}がりました。,요금이 대폭 올랐어요.,jlpt.n3.vocab.0332.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 값 변동을 설명하고 의견 말하기 / ②빈도 zipf 4.40 / 내용어 2327위(모집단 80726); Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0333,N3,わずか,わずか,わずか,와즈카,na_adj,na_adj,-,얼마 안 됨,근소함,わずかな{差|さ}で{勝|か}てました。,근소한 차이로 이길 수 있었어요.,jlpt.n3.vocab.0333.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 시합 결과를 자세히 전하기 / ②빈도 zipf 4.60 / 내용어 1451위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0334,N3,ほぼ,ほぼ,ほぼ,호보,adv,-,-,거의,대체로,{準備|じゅんび}は ほぼ{終|お}わりました。,준비는 거의 끝났어요.,jlpt.n3.vocab.0334.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 진행 상황을 확인하고 전달하기 / ②빈도 zipf 5.01 / 순위표 밖; Tanos교차: N3 일치
jlpt.n3.vocab.0335,N3,せいぜい,せいぜい,せいぜい,세에제에,adv,-,-,기껏해야,고작,かかっても せいぜい{三十分|さん|じゅっ|ぷん}です。,걸려도 기껏해야 30분이에요.,jlpt.n3.vocab.0335.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 소요 시간의 정보를 주고받기 / ②빈도 zipf 3.81 / 내용어 6614위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0336,N3,少なくとも,すくなくとも,{少|すく}なくとも,스쿠나쿠토모,adv,-,-,적어도,최소한,{少|すく}なくとも{一週間|いっ|しゅう|かん}は かかると{言|い}われました。,적어도 일주일은 걸린다고 들었어요.,jlpt.n3.vocab.0336.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 담당자의 설명을 이해하고 전달하기 / ②빈도 zipf 4.62 / 순위표 밖; Tanos교차: N1 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0337,N3,最も,もっとも,{最|もっと}も,못토모,adv,-,-,가장,제일,この{方法|ほうほう}が{最|もっと}も{安全|あんぜん}だと{思|おも}います。,이 방법이 가장 안전하다고 생각해요.,jlpt.n3.vocab.0337.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 해결안을 근거와 함께 제안하기 / ②빈도 zipf 5.02 / 내용어 465위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0338,N3,やや,やや,やや,야야,adv,-,-,약간,조금,{今年|ことし}は やや{暖|あたた}かいそうです。,올해는 약간 따뜻하대요.,jlpt.n3.vocab.0338.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「比較する·程度を言う」 기후 변화의 정보를 이해하기 / ②빈도 zipf 4.44 / 내용어 2095위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0339,N3,期間,きかん,{期間|き|かん},키칸,noun,-,-,기간,-,{申|もう}し{込|こ}みの{期間|きかん}は{今週|こんしゅう}までです。,신청 기간은 이번 주까지예요.,jlpt.n3.vocab.0339.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 모집 안내를 읽고 필요한 정보를 찾기 / ②빈도 zipf 5.16 / 내용어 294위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0340,N3,時期,じき,{時期|じ|き},지키,noun,-,-,시기,철,この{時期|じき}は{観光客|かんこうきゃく}が{多|おお}いです。,이 시기는 관광객이 많아요.,jlpt.n3.vocab.0340.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 여행 시기의 정보를 주고받기 / ②빈도 zipf 5.00 / 내용어 497위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0341,N3,現在,げんざい,{現在|げん|ざい},겐자이,noun,-,-,현재,-,{現在|げんざい}{使|つか}っている ものと{比|くら}べてみました。,현재 쓰고 있는 것과 비교해 봤어요.,jlpt.n3.vocab.0341.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 새로 산 물건을 이전 것과 비교해 말하기 / ②빈도 zipf 5.34 / 내용어 159위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0342,N3,以降,いこう,{以降|い|こう},이코오,noun,-,-,이후,이래,{五時|ご|じ}{以降|いこう}なら いつでも{大丈夫|だいじょうぶ}です。,5시 이후라면 언제든 괜찮아요.,jlpt.n3.vocab.0342.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 자기 사정을 설명하며 일정을 조정하기 / ②빈도 zipf 4.92 / 내용어 629위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0343,N3,当時,とうじ,{当時|とう|じ},토오지,noun,-,-,당시,그 무렵,{当時|とうじ}の{夢|ゆめ}と{今|いま}の{仕事|しごと}はつながっています。,당시의 꿈과 지금 일은 이어져 있어요.,jlpt.n3.vocab.0343.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 어린 시절 이야기를 당시 꿈과 엮어 말하기 / ②빈도 zipf 4.98 / 내용어 524위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0344,N3,今後,こんご,{今後|こん|ご},콩고,noun,-,-,앞으로,향후,{今後|こんご}の{予定|よてい}についてお{知|し}らせします。,앞으로의 예정에 대해 알려 드려요.,jlpt.n3.vocab.0344.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 앞으로의 희망·포부를 곁들여 소개하기 / ②빈도 zipf 4.87 / 내용어 717위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0345,N3,重なる,かさなる,{重|かさ}なる,카사나루,verb,g1,vi,겹치다,포개지다,{予定|よてい}が{重|かさ}なって{行|い}けなくなりました。,일정이 겹쳐서 못 가게 됐어요.,jlpt.n3.vocab.0345.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 사정을 설명하고 약속을 조정하기 / ②빈도 zipf 4.02 / 내용어 4733위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0346,N3,変化,へんか,{変化|へん|か},헹카,noun,suru_noun,vi,변화,-,{気候|き|こう}の{変化|へんか}が{生活|せいかつ}にも{影響|えいきょう}しています。,기후 변화가 생활에도 영향을 주고 있어요.,jlpt.n3.vocab.0346.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 환경 문제의 논점을 이해하고 말하기 / ②빈도 zipf 4.87 / 내용어 719위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0347,N3,成長,せいちょう,{成長|せい|ちょう},세에초오,noun,suru_noun,vi,성장,-,{子|こ}どもの{成長|せいちょう}は{早|はや}いですね。,아이의 성장은 빠르네요.,jlpt.n3.vocab.0347.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 출산한 친구에게 축하와 코멘트 하기 / ②빈도 zipf 4.88 / 내용어 703위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0348,N3,発展,はってん,{発展|はっ|てん},핫텐,noun,suru_noun,vi,발전,-,この{町|まち}は ここ{十年|じゅう|ねん}で{大|おお}きく{発展|はってん}しました。,이 동네는 최근 10년 사이에 크게 발전했어요.,jlpt.n3.vocab.0348.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 자기 고장의 모습을 프레젠테이션 하기 / ②빈도 zipf 4.61 / 내용어 1411위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0349,N3,伸びる,のびる,{伸|の}びる,노비루,verb,g2,vi,늘어나다,자라다,{練習|れんしゅう}を{続|つづ}けたら{記録|きろく}が{伸|の}びました。,연습을 계속했더니 기록이 늘었어요.,jlpt.n3.vocab.0349.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 노력의 경과와 결과를 말하기 / ②빈도 zipf 4.13 / 내용어 3938위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0350,N3,やがて,やがて,やがて,야가테,adv,-,-,이윽고,머지않아,やがて{雨|あめ}も{止|や}むでしょう。,이윽고 비도 그칠 거예요.,jlpt.n3.vocab.0350.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 상황 변화를 예상해 전달하기 / ②빈도 zipf 4.14 / 내용어 3811위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0351,N3,終了,しゅうりょう,{終了|しゅう|りょう},슈우료오,noun,suru_noun,vi,종료,끝남,{受付|うけつけ}は もう{終了|しゅうりょう}してしまいました。,접수는 이미 종료돼 버렸어요.,jlpt.n3.vocab.0351.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 모집 안내를 읽고 필요한 정보를 찾기 / ②빈도 zipf 5.13 / 내용어 326위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0352,N3,中止,ちゅうし,{中止|ちゅう|し},추우시,noun,suru_noun,vt,중지,취소,{雨|あめ}のため{大会|たいかい}は{中止|ちゅうし}になりました。,비 때문에 대회는 취소됐어요.,jlpt.n3.vocab.0352.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 약속 취소 소식과 이유를 읽고 이해하기 / ②빈도 zipf 4.61 / 내용어 1402위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0353,N3,いよいよ,いよいよ,いよいよ,이요이요,adv,-,-,드디어,마침내,いよいよ あしたから{大会|たいかい}が{始|はじ}まります。,드디어 내일부터 대회가 시작돼요.,jlpt.n3.vocab.0353.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 행사 예정을 기대와 함께 전달하기 / ②빈도 zipf 4.30 / 순위표 밖; Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0354,N3,経つ,たつ,{経|た}つ,타츠,verb,g1,vi,지나다,흐르다,{日本|にほん}に{来|き}てから{三年|さん|ねん}{経|た}ちました。,일본에 오고 나서 3년이 지났어요.,jlpt.n3.vocab.0354.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 근황과 경험을 짜임새 있게 말하기 / ②빈도 zipf 4.40 / 내용어 2355위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0355,N3,繰り返す,くりかえす,{繰|く}り{返|かえ}す,쿠리카에스,verb,g1,vt,반복하다,되풀이하다,{同|おな}じ{失敗|しっぱい}を{繰|く}り{返|かえ}さないようにします。,같은 실수를 반복하지 않도록 할게요.,jlpt.n3.vocab.0355.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 반성과 앞으로의 대응을 말하기 / ②빈도 zipf 4.41 / 내용어 2299위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0356,N3,済む,すむ,{済|す}む,스무,verb,g1,vi,끝나다,해결되다,{手続|てつづ}きは{十分|じゅっ|ぷん}で{済|す}みました。,수속은 10분 만에 끝났어요.,jlpt.n3.vocab.0356.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 절차의 진행 상황을 전달하기 / ②빈도 zipf 4.64 / 내용어 1331위(모집단 80726); Tanos교차: N4 분류 — 우리 N4 400 미수록 잔여분을 N3으로 흡수
jlpt.n3.vocab.0357,N3,徐々に,じょじょに,{徐々|じょ|じょ}に,조조니,adv,-,-,서서히,점점,{体調|たいちょう}は{徐々|じょじょ}に{良|よ}くなっています。,컨디션은 서서히 좋아지고 있어요.,jlpt.n3.vocab.0357.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 몸 상태의 경과를 설명하기 / ②빈도 zipf 4.30 / 순위표 밖; Tanos교차: N3 일치
jlpt.n3.vocab.0358,N3,次第に,しだいに,{次第|し|だい}に,시다이니,adv,-,-,점차,차츰,{雨|あめ}は{次第|しだい}に{弱|よわ}くなるでしょう。,비는 점차 약해질 거예요.,jlpt.n3.vocab.0358.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 일기·상황의 변화를 이해하고 전달하기 / ②빈도 zipf 3.96 / 순위표 밖; Tanos교차: 전급수 목록밖 — Tanos(구시험 어휘)에 없는 현대어로 판단
jlpt.n3.vocab.0359,N3,突然,とつぜん,{突然|とつ|ぜん},토츠젠,adv,-,-,갑자기,돌연,{突然|とつぜん}{電気|でんき}が{消|き}えて{驚|おどろ}きました。,갑자기 불이 꺼져서 놀랐어요.,jlpt.n3.vocab.0359.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 일어난 일을 순서대로 설명하기 / ②빈도 zipf 4.73 / 내용어 1034위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0360,N3,再び,ふたたび,{再|ふたた}び,후타타비,adv,-,-,다시,재차,{来年|らいねん}{再|ふたた}び{開|ひら}かれる{予定|よてい}です。,내년에 다시 열릴 예정이에요.,jlpt.n3.vocab.0360.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「順序だてて説明する」 행사 예정 정보를 전달하기 / ②빈도 zipf 4.67 / 내용어 1231위(모집단 80726); Tanos교차: N3 일치
jlpt.n3.vocab.0361,N3,手続き,てつづき,{手続|て|つづ}き,테츠즈키,noun,suru_noun,vi,수속,절차,ビザの{手続|てつづ}きの{仕方|しかた}を{教|おし}えてください。,비자 수속 방법을 알려 주세요.,jlpt.n3.vocab.0361.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「情報交換·問い合わせ·依頼」 창구에서 절차를 묻고 설명을 이해하기 / ②빈도 zipf 4.38 / 내용어 2445위(모집단 80726); Tanos교차: N2 분류(구시험 기준) — 선정축 판단을 우선해 N3 유지
jlpt.n3.vocab.0362,N3,確かめる,たしかめる,{確|たし}かめる,타시카메루,verb,g2,vt,확인하다,알아보다,{申|もう}し{込|こ}みの{方法|ほうほう}を{確|たし}かめておきました。,신청 방법을 확인해 뒀어요.,jlpt.n3.vocab.0362.m4a,ref_only:jfs_cando_b1+corpus_freq,draft,선정축: ①B1 언어활동「情報交換·問い合わせ·依頼」 모집 안내에 관해 자세한 정보를 얻기 / ②빈도 zipf 4.24 / 내용어 3187위(모집단 80726); Tanos교차: N3 일치
